apresiasi,kritik,ulasan
0,1,tidak jelas sama sekali parameter nilai saya sehat tidak pernah pergi mana tidak kontak dengan suspek tidak ada gejala dan sehat tapi hasil nilai 38 37 bawah terang baik aja hmmm
0,1,pak sy mau daftar pindah antar provinsi tapi yang sedia antara 5 pilih cuma nomor 4 yang bisa pindah dalam provinsi nomor 5 antar provinsi tidak bisa klik kenapa ya mhon bantu
0,1,tolong dong update untuk simpan file cara otomatis masa habis ngisi pas keluar malah ngisi dari awal lagi
0,1,kirim adu sudah nulis panjang ehh kok malah gagal terus benah dulu donk aplikasi belum maksimal dalam operasi
0,1,gak bisa masuk
0,1,tolong aplikasi selalu bug gk bisa pakai trus wifinya juga kenapa tiba login username sama password mana saya tau ni aplikasi banyak bugnya
1,0,sangat beri cerah dan semangat dalam usaha terimakasih sibakul
0,1,aplikasi ribet daftar pilih tanggal tanggal nya merah semua mending nongol langsung ke puskesmas
1,1,bagus tingkat lagi jaring server nya biar lebih cepat akses nya
0,1,gimana sih ini aplikasi mau daftar atau masuk aja ga bisa baik dong kalo niat kurang anggur waktu untuk lamar kerja cuma 3 hari tapi ga bisa daftar aplikasi tolol
1,0,aplikasi ini sangat menbantu utk dpt lihat kerja rw dari beberapa daerah pacu kerja tiap rw utk bisa lebih semangat kerja
1,1,sebenerya app ini sangat bantu tapi sayang masih bnyk kurang nya masih suka keluar sendiri oia untuk program pkh nya kalau bisa daftar sini aja karna kalau tingkat rt atau lurah suka gk sincron
1,0,sangat bantu dalam layan masyarakat surabaya
0,1,ngak bisa masuk dengan coba fitur lupa pasword jawab silah guna perangkat asli untuk guna aplikasi ini padahal hp masih asus kok ngak bisa mohon solusi
0,1,baik segera saya mau komplain kait sertifikat vaksin ke-3 tapi tombol upload ktp dan tombol bukti vaksin tidak bisa tekan terimakasih
0,1,ngecek tagih air ga bisa kata work from home
0,1,dulu lapor langsung di tanggepin besok lgsg di kerja skrg boro di kerja lah di tanggepin aja enggak buat apa aplikasi ini di sedia jika hanya awal saja gercep skrg lambat
1,1,layan sudah cukup cepat tinggal set ulang lagi karena sudah tiap aju mesti klik ikon menu pojok kanan data mesti bersih padahal sudah beres mesti automatis harus tidak ada minta lagi ke menu utama untuk klik lagi minta bersih jika mau daftar yang baru
0,1,aplikasi error sudah daftar tapi tidak fungsi buang saja aplikasi ini biar tidak jadi bahan untuk guna yg langgar hukum
1,1,bagus sangat bantu warga surabaya cm sya mau tnya knp ya stlh sya logout tdk bs msk lgi pdhl email sm passwordx sdh benar bagaimana ya cara mskx lgi
0,1,saran bae pak bos kalau bisa perlu tambah lagi aplikasi cek tagih pdam listrik pajak kendara kasih bintang 4 dulu ya
1,0,jambi luar biasa
0,1,e-rapor kenapa tidak muncul ya
0,1,mohon arah sy mau masuk ke aplikasi tetapi selalu muncul jadi salah saat login saya sudah coba hubung nomor admin sapawarga tetapi tidak ada jawab
0,1,wkwk guna app ini untuk mudah mau vaksin ujung nya mah daftar offline juga alas kuota abis tapi pas ke puskesmas vaksin ada dan suruh ke gor tempat lain yang ngadain vaksin emang hidup di indo itu serba lempar sana lempar sini koordinasi nya ancur
1,0,bener bener sat set sat set langsung jadi ga nunggu jam jam pula gak perlu ribet keluar rumah mamak jadi senaaaang
0,1,jelek ini aplikasi nya kata sdh trdaftar tp ga bsa login admin bantu juga lelet hari ini wa 3 hari kemudian baru bales payah kalo gak bisa bikin aplikasi ga usah bikin
0,1,terlalu belit susah orang lain yg ingn obat perosedur yg terlalu panjang n selalu ganti prosedur sungguh sangat d sayang karena serta bpjs jg bayar
0,1,saya dan bapak saya tdk bisa login gara gara dulu pernah login terus hapus sekarang mau login ga bisa lagi giamana cara nya biar bisa login lagi tolong
1,0,aplikasi yg sangat bantu dan proses nya pun sangat cepat
0,1,harus nya ada fitur-fitur chat sama operator polres dishub biar adu masyarakat bsa direspon dg cepat
0,1,mau daftar dari dua minggu lalu tiap hari di cek selalu penuh terus itu tiap dini hari ngeceknya seperti percuma saja aplikasi ini nggak up to date
0,1,aplikasi ga guna data udah ada di bpjs kis tpi di search tidak di temu tau bgt kerja pada ga bner hal bgini aja ga ada mt nya apa apk blom 100 udah di running miris bayar pajak buat fasilitas macam kaya gin
1,0,ini sangat mudah untuk bikin surat pindah ga harus ke kantor nya lewat online juga bisa terimakasih tadi nya mau nyuruh orang buat bikin surat pindah eh harus bayar mahal nyata aju surat pindah lalu online juga bisa sekali lagi terimakasih
1,0,dengan ada aplikasi sapawarga saya sangat terima kasih karena sangat bantu dapat informasi aktual
0,1,aplikasi tidak jalan dengan aju yang saya aju tidak sesuai dengan dokumen yang kirim dari dukcapil bagaimana ini tolong koreksi ulang saya email tidak ada balas
0,1,kata sih udah sukses daftar tp link dr whatsapp tidak stuck percuma dong isi data dr td tp gagal donggggg tetep kudu bikin manual kantor zzzzz
1,0,hampir speechless bisa liat live cctv langsung cuma delay 1 menit sukses dan moga guna bagi masyarakat kota jambi
0,1,connection time out mulu tolong tingkat layan lg masa layan masyarakat tp bgini
0,1,tentang vaksin belum update real time dengan informasi dari faskes entah
1,1,bagus namun ketika buka beberapa halaman aplikasi lain pada hp untuk kembali buka halaman ini langsung kembali ke halaman utama tidak st by di halaman akhir ketika buka
0,1,aplikasi harap di perhati loadingnya lama tapi ujung ujung tidak ada hasil dan mohon aplikasi di baik cepat mungkin
0,1,buka bagi duduk loadingny lama bgt klo buka job yg lain cepet tolong baik lg
0,1,assalamualaikum saya mau kasih masuk untuk apk disduk capil kota bandung ini mesti ada tombol atau akses untuk ganti profil jadi bukan hanya untuk kepala keluarga saja untuk orang yang ada dalam keluarga itu pun harus bisa akses karna ada masalah saat saya mau pindah keluar tapi tidak bisa karena yang hanya bisa akses apk ini hanya kepala keluarga nya jadi saya bagai anak tidak bisa akses ketika saya akan urus surat pindah keluar terimakasih
1,0,baik dan cukup bantu bagi warga kota surabaya
0,1,kenapa sekarang kalo daftar online susah minta ampun nungguin dari jam 23 00 sampe jam 00 00 pas daftar malah your connection is time out malah suruh cek jaring padahal jaring oprator hp saya stabil2 saja bagaimana ini orang sangat butuh kalau memang aplikasi makin sepweri ini daftar online tiada saja
1,0,tuju untuk info jadi lapang cara cepat dan tepat
0,1,aplikasi sibenar yg baru apa data sudah hasil d input untuk cetak nya gmana ni minta link apliksi tebaru sibenar nya
0,1,aju akta lahir tidak bisa terus ada menu chat untuk tahu info susah tidak ada balas kirain mau lebih nyaman ada aplikasi online gin tetap aja masih sama ribet
0,1,kenapa tidak bisa buka kata baik
0,1,mau buat akun ga bisa bisa tulis error trus mohon d baik
0,1,aplikasi ngga bener mau ngisi data diri aja susah ngga bisa di klik buka kolom buat ngisi identitas diri sedang di lewat lanjut ngga bisa terus solusi apa gimana cara ngisinya di klik aja ngga fungsi kok
0,1,tolong info sudah punya suket sbg ganti ektp tp sampai saat ini masih belum ada ektpnya sudah hampir 2th lama please cek kerja pns nya pada gaberes
0,1,mau kasih saran aja yg buat aplikasi banyak bug nya aplikasi henti sendiri rentan di susup tangan2 jail sy kasih 3 dulu kl sudah baik adm baru sy instal lg terimakasih
1,1,aplikasi sangat bagus namun saat login kami selalu gagal apa sebab
0,1,semua arah ke aplikasi sedang aplikasi belum siap saya daftar vaksin tidak ada pemberitahuan sms ada pemberitahuan lewat aplikasi tapi di sore hari hari padahal vaksin siang trus untuk jadwal ulang vaksin kapan aplikasi untuk batal tiket vaksin aja tidak ada respon sudah ada 1 minggu trus saya jadi tidak bisa ikut vaksin di lain tempat tolong ini min direspon
0,1,parah lupa user name dan password tdk ada solusi bikin akun baru tdk bisa
1,0,sangat bantu sekali khusus warga surabaya
0,1,cctv ga bisa buka padahal paket lancar jaya ini sih murni dari aplikasi
0,1,mhon maaf untuk sekarang saya uninstall karena tidak bisa buka dan loding trus mhon segera baik
0,1,daftar vaksin kali kali jadwal tidak pernah keluar selalu dalam proses jadwal sampai tgl yg tentu tetap saja dalam proses jadwal kalo sudah lewat suruh daftar lagi dan hasil begitu lagi
1,0,app sangat bantu mudah saya urus ngurus dokumen tanpa harus bolak balik terus aju nya juga gak ribet gak pusing gak lama pokok jadi lebih mudah makas banyak
0,1,saya lebih suka aplikasi sibenar soal yang ini udah berapa kali coba buat aju cetak ulang ktp aplikasi malah keluar sendiri terus harus serta file tapi begitu mau di upload gak bisa terus file tidak sedia dan malah keluar sendiri tolong baik dong
1,0,intruksi mudah di erti layan cepat
1,0,aplikasi yang baik masih belum bisa guna isi konten nya masih banyak yang belum bisa operasi atau masih kosong saya punya harap besar aplikasi jss ini akan bisa bantu banyak butuh terima kasih
0,1,sedih banget ketika registrasi malah nik tidak di temu padahal saya ktp surabaya mohon tanggap
0,1,banyak lagi cctv nya om
1,0,cepat tanggap dalam hal layan publik
1,0,aplikasi warga sangat bantu kami bagai warga surabaya karena dengan guna sistem ini keluh di kampung saya dapat atas dengan dapat respon yang cepat dan baik sekali kami ucap terima kasih kepada semua pihak yang telah bantu selesai keluh di kampung kami maju terus dan sukses selalu untuk pemkot surabaya
0,1,telah di upgrade fasilitas cctv tidak bisa lagi
0,1,aplikasi gak guna sama sekali mau daftar kia coba gak bisa terus tanggal merah mulu ujung nanti suruh daftar manual deh
0,1,tidak bisa daftar untuk daftar saja susah padahal data yang saya masuk sudah benar seperti aplikasi ini belum siap mohon di baik lagi aplikasi ini terimakasih
0,1,tolong belum beri informasi lalu email wa ke serta latih pasti dahulu sertifikat yg akan di download oleh serta bisa di download karena sudah kali kali di info by email wa sertifikat sudah bisa di download tapi nyata sertifikat tidak bisa di download mohon belum di blast email ke luar dapat pasti lebih dahulu terima kasih
0,1,saya knp ga bisa login yaa buat mau atur jadwal dosis ke dua padahal udh saya masukin nik ktp tapi ga ada ubah malah stuck di tulis periksa kemaren kemaren tidak apa apa tolong di baik dong admin
0,1,lebih di tingkat kan lagi sapa warga nya supaya lebih mudah dan kualitas serta repontime untuk realisasi ke warga
0,1,udah di hapus lagi sebab cara daftar akun susah banget udah dapet verifikasi via email pas di klik malah kadaluarsa di coba lagi malah no dan email sudah di pakai aplikasi aneh
0,1,kepada siapa harus daftar untuk dapat akun buku pentunjuk hanya ada cara buat email tidak jelas cara masuk belum login biasa ada notiikasi balas untuk aktivasi akun
1,0,luar biasa cepat bagus semua sistem jadi mudah email balas cepat dan proses 1x24
0,1,kalau mungkin bisa smp batas kota seperti tlang bakung eka jaya jd kita dapat rasa nyaman wisata dgn transportasi sikoja
0,1,perhati kembali kualitas ui serta ux aplikasi ini saya rasa untuk aplikasi level ini perintah dapat jauh lebih baik untuk para developer ini terlalu lihat yang penting jadi moga saran ini manfaat
0,1,servernya kok down di jam kerja kalau maintenance knp saat hari dan jam kerja kantor utk mudah birokrasi tp knp jd hambat dan kalau blm siap serentak manual saja dulu kalau begini hambat sekali
0,1,kali coba untuk mendownload sppt pbb 2021 tp selalu error padahal semua daftar isi yg dinput sudah benar masuk ke chat room untuk jelas kendala tp tidak ada respon heloooo
1,1,sangat bantu warga dalam beri saran kritik dan keluh hanya saran untuk apk tsb agar untuk bukti photo yg diupload jangan cuma 1 max 5 photo jadi lebih rinci thanks
0,1,susah sekali utk pasu foto dan itu fungsi di tampil awal sapawarga ada no whatsapp tapi telah saya klik tsrnyatactdk aktif hp nya
1,0,aplikasi bagus untuk lapor fasilitas publik yang ada di surabaya
1,0,sangat bantu sekali tidak bayar sama sekali proses cepat dan sangat mudah sekali sukses selalu moga selalu depan poko hindar calo ajar aplikasi
0,1,tolol banget ni aplikasi can beres naon naon geus kaluar trs
0,1,parah ini aplikasi sekira blum siap jangan lah bikin rakyat pusing
1,0,aplikasi sapa warga bagai salah satu media satu jabar dan banyak informasi lain yang bisa akses di aplikasi ini moga depan bisa lebih baik lagi aamiin
1,0,sangat bantu
1,0,bagus dan banyak manfaat trimakasih pa gupenur jbr ada nya aplikasi sapawarga kita sebege rw bisa mengupload giat kita dan bisa aju usul apa saja yg ada di lingkung ke rw kita salam dari saya rw04 desa wado kc wado kb sumedang ke semua bp rw se jbr wasalam
0,1,nik sdh verifikasi tapi utk login daftar vaksin tdk bisa malah kata nik tdk daftar tanya lwt ig kata mau bantu nyata diread doang sampai hari ini sdh di dm kali juga ga di read tapi update status terus heran niat bantu apa ga karyawan nya
1,0,sangat bantu sekali dalam dapat informasi kena lingkup perintah
0,1,tolong kalo nyari it yg bener lah aplikasi banyak bug nya udh d publish ngisi data dh bener ga tau nya nama salah udh gtu ga bisa d edit lg mau buat kartu kuning malah ga bisa kata bukan org tangerang aneh super aneh kocak lu
0,1,hp saya sudah andoid 5 1 sinyal juga stabil tapi pada clm saya tidak bisa isi jenis kelamain kewarganegaraan jenis identitas dan pilih lain mohon untuk bisa diperbaikinlagi sistem
0,1,makin lama makin susah untuk masuk sudah ketik nama dan nomor nik selalu salah server bingung jadi gmn mau vaksin ke 2 klo gin terus sedang kita wajib print screaning
1,0,alhamdulillah aplikasi ini sangat bantu sekali urus pindah domisili selesai hanya dalam genggam tanpa harus datang ke bandung terimakasih disdukcapil bandung moga makin sukses makin juara saran waktu proses mungkin bisa lebih cepat lagi dan notifikasi buat layak whatsapp jadi bisa tampil di beranda gadget tanpa harus buka aplikasi lebih dahulu terimakasih disdukcapil kota bandung
1,0,sangat muas cepat ramah dan sopan sukses selalu salam disdukcapil bandung
1,0,aplikasi sapawarga realisasi pikir briliyan dan jenius pak ridwan kamil saya bisa tambah wawas ilmu serta pola pikir dan muncul ide2 baru dari daerah lain akses segala informasi dan lain bagai poko mantaap poko bagai ketua rw saya sangat sangaat butuh terima kasih
0,1,terkadang banyak ganggu kalo bisa slalu tingkat lagi aplikasi dan respon yg cepat dan mudah erti oleh masyarakat khusus kota tangerang
1,0,kalo mau update kartu keluarga karena ada tambah anggota keluarga bisa lewat aplikasi ini
0,1,untuk cek status warga terima mbr tdk fungsi
0,1,parah banget cek pajak motor cuma sekali dong bisa pas coba lagi gagal koneksi pdhal sinyal manteb bener
0,1,rasah gawe aplikasi kemaren suruh lurah ktp gnti stts suruh wa sesuai templek neng nduwur udh wa smpe hrus klik link ikt antri udh dtggu jawabane trnyta zonk owlah suruh lwt aplikasi ini dlu aja lwt wa lebih enak kenapa lwt aplikasi aplikasi aja jelek bgt cri vaksin aja gak prnh dpt akhire lwt rt sistem bobrok skali gais
1,0,sangat bantu dan mudah dalam layan cukup satu aplikasi bisa mendapatman semua info layan muas sekalj maju teruus
1,1,agak lama loadingnya tp bisa juga akhir bikin kia online proses cepet cetak di disdukcapil cepet bgt layan baik mantap makasih salam update terus
1,1,jauh ini baik tp barusan sy coba utk daftar antri puskesmas mau upload foto data diri lgsg close sendiri app nya knp ya tolong dong
1,0,terima kasih kepada pemrov dki yang telah sedia aplikasi ini aplikasi sangat bantu dari info vaksin booking layan sehat sampai sampai masalah yang di hadap oleh warga dki jakarta sangat manfaat
