ulasan,apresiasi,kritik
  barakallah  bantu sekali antri tunggu lama gratis   akte mudah praktis pake ribet tri terima kasih  perintah kota bandung khusus disdukcapil kota bandung moga inovasi mudah warga kota bandung haturnuhun  ,1,0
  daftar padahal perlu   surat pindah lurah layan akibat psbb 1 bulam kemudian   lengkap data upload ulang respon chat layan blz butuh  desak hubung lahir respon layan publik  ,0,1
  jalan aju aju sesuai dokumen kirim dukcapil bagaimana koreksi ulang email balas  ,0,1
   bantu lgie covid gin mana jdie perlu datang disduknya cukup masuk data2 nunggu hasil tinggal print sendiri muas real semua data benar dirasahasiakan  ,1,0
  bikin akta lahir baru input data upload berkas langsung close sendiri jadi data diinput hilang ulang awal gagal smart jadi baik bagaimana mesti teri terima kasih   ,0,1
  suka sibenar soal berapa kali coba   aju cetak ulang ktp malah keluar sendiri file upload file sedia malah keluar sendiri baik dong  ,0,1
  akses cctv real time liat kondisi lintas jadi untuk selalu refresh jalan maksimal  ,0,1
  kalau emang jelek sempurna jangan saran pakai jadi bulak balik   cetak ulang ktp kata tinggal pake   biar mudah nyata malah bikin ribet kalau masyarakat datang lurah   benerin data cara manual layanin dulu jangan nyaranin pake     bener tiba tiba log out waktu masukin file foto komenan rata2 begini  ,0,1
  musingin mah beres ngetik keluar sendiri aplikasi siap pakai kaya rilis aj sulit  ,0,1
  rata2 semua milik pemkot cimahi komennya banyak negatif sulit sekali mudah masyarakat tuju aplikasi2 kan   mudah bukan sulit salah satu sulit pakai krn banyak  eror  buka  ,0,1
  sih binggung makin binggung sibenar malah mentok masuk no kk kepala keluarga password  eror   eror  baik jadi praktis  ,0,1
  aju cetak ulang ktp data semua masuk turut arah waktu klik pilih file photo malah log out coba beberapa kali tetap  ,0,1
  masuk puluh kali masuk sipade eror kata nyadisdukcapil suruh lewat eror sih niat mudah sulit urus  orang  bukan  a disdukcapil mhon baik layan  ,0,1
  cara masuk login eror ulang beberapa kali tetap eror cepat baik biar sesuai dngn nama  ,0,1
  tools  buruk sulit baik langsung masuk lewat website dilandacita langsung  ,0,1
  serba bingung salah nyantumin alamat email cara ganti tau tunjuk  ,0,1
  datang lurah suruh via gilir masuk gabisa akses lagak smart city siap  -   ,0,1
  kata biar mudah pake online pas coba gagal bukan mudah malah makin sulit  ,0,1
  yaalloh datar susah kata biar praktis mudah nyata sulit  ,0,1
  sesuai nama darimana smart nyakalauinput data ribet baik kerja  ,0,1
  terlalu ribet kalau si benar  praktis pis mohon mudah warga bodo hatur nuhun  ,0,1
  pilih disdukcapil masuk nik muncul keyboardnya bagaimana input data  ,0,1
  baik server periksa koneksi padahal data aman  ,0,1
  sibenar baru data hasil input cetak gmana ni minta link apliksi tebaru sibenar  ,0,1
  jadi pindah duduk manual lgi gto hrs ny kasih info scara massal donk pas luncur jadi masyarakat tau kata ny mudah tpi tahan lama yo wiss antri pemkot  ,0,1
  cara pakai sipade buka selalu sambung server bantu  ,0,1
  bingung pis kayak sipade sibenar mah mudah erti mah sulit pis nyetak ny bingung aduh  ,0,1
  aju mohon ubah data register  eror   ,0,1
  bagus banyak berita inovatif kreatif perbnyak cctv mantu lalulintas  ,1,0
  mending ngantri kaya  eror  kata simpel kok tamabah ribet  ,0,1
  informatif khusus website simantan tahu jadwal lokasi tugas pelihara taman hari  ,1,0
  jelas keyboard aj muncul  ,0,1
  bagai warga cimahi bangga daftar   akte lahir cara online beda salam disdukcapil kota bandung  ,1,1
  baru download mu nyoba tutup semua sipade sibenar si lupa keterangnny14januari 2022 tutup hrs nyaplaystor ilang donk ngapain download tutup  ,0,1
  banyak mati sendiri mohon baik teri terima kasih   ,0,1
  manfaat banyak informasi kait layan perintah  ,1,0
   eror   ,0,1
  keren asli no bug  ,1,0
  buka duduk loadingny lama bgtkalaubuka job  cepat  baik  ,0,1
  paket tiap kali login  eror   ,0,1
  duduk emg buka loading lama maju2  ,0,1
  tanya bagaimana yah minta soft file kk rusak baca  ,0,1
  buka stuck logo  ,0,1
  baru log in cara boss tiba minta password daftar bom  ,0,1
  ikut kembang kota cimahi  ,1,0
  sih kerja rekap data nama gabener ktp     benerin ktp gabisa buka ganiat malesin  ,0,1
  cctv kurang pas waktu tanggal  ,0,1
  bagai wrg pribumi asn bangga syukur maju wrg cimahi utama   modal waris anak2 cucu depan bravo cimahi  ,1,0
  parah sekira blum siap jangan lah bikin rakyat pusing  ,0,1
  maaf tanya kalau baik e ktp rusak buram pakai   lsg kantor pemkot teri terima kasih  moga kota cimahi makin maju  ,1,0
  parah masuk2  ,0,1
  bagus si benar  ,0,1
  warga ldii dukung kota cimahi kreatif inovatif  ,1,0
  susah buka  ,0,1
  layan buruk   jelek cimahi not smart  ,0,1
  mantapz cimahi jaya selalu  ,1,0
  tolol ni can beres naon naon geus kaluar    ,0,1
  mantaappp  ,1,0
  lengkap  ,0,1
  moga tingkat layan banyak fitur sedia bug ganggu  ,0,1
   bantu mudah layan cukup satu mendapatman semua info layan muas sekalj maju teruus  ,1,0
  mudah sekali aku bagai masyarakat bantu urus segala butuh satu jaya bogor  ,1,0
  keren satu pintu bagai macem layan mdh2an jalan   baik yaa  ,1,0
  milik fitur  lengkap turut top  ,1,0
  keren  bantu  ,1,0
  keren sekali pusat layan kota bogor  ,1,0
  layan cctv aktif warga bogor bsa pantau situasi kota makas  ,0,1
  mantap pis mudah informasi layan butuh warga kota bogor  ,1,0
  kaga  ,0,1
  asiap  ,1,0
